date,rating,review,review_length,year,month,weekday,10,about,action,all,amazing,an,and,are,as,at,avengers,be,best,better,but,by,can,characters,conclusion,de,emotional,end,endgame,ending,epic,ever,film,filme,final,finale,for,from,good,great,greatest,had,has,have,how,if,in,infinity,is,it,its,just,like,long,love,made,marvel,masterpiece,mcu,me,more,most,movie,movies,much,my,no,not,of,on,one,out,perfect,plot,que,really,saga,satisfying,say,see,seen,so,some,story,superhero,than,that,the,there,they,this,time,to,too,up,ve,very,war,was,watch,way,what,when,with,years,you
2024-12-26,4.0,(Spoiler Alert) This movie was good but it could've been better. I expected a bit more from this mov...,103,2024,12,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3674450985581243,0.2518351165621168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38107295501952415,0.28422779358686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991574364755421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3781623610550745,0.0,0.1683272914452194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40030952824844995,0.0,0.0,0.0,0.0,0.37535045052496585,0.0,0.0,0.2518351165621168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-25,5.0,This is such an excellent movie. And a superb finish to the infinite saga. 👍👍two thumbs up. Unfortun...,103,2024,12,Wednesday,0.0,0.0,0.0,0.0,0.0,0.40682303022510774,0.28344038603781424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3100445840207979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24707137933215864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38734819258938796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19593731613045676,0.0,0.0,0.29378785357672677,0.0,0.2755831674409657,0.0,0.4962834067695427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-24,5.0,The best marvel movie before the plethora of bad ones to come.,62,2024,12,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46132977273923864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46132977273923864,0.0,0.0,0.0,0.0,0.0,0.30987741338655644,0.0,0.0,0.0,0.0,0.0,0.34248854687956265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491489940053183,0.0,0.0,0.0,0.0,0.34563695451213894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-24,5.0,good bay my old friends i go to the another life i will miss all that,69,2024,12,Tuesday,0.0,0.0,0.0,0.4307766424932966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4626947241347219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5108542859942697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44579473654640306,0.21730877028165482,0.0,0.0,0.0,0.0,0.3056418267311909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23,5.0,I watched this 1000x times and still goosebumps,47,2024,12,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.6943195447641312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7196668463661013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-23,5.0,The perfect conclusion to the MCU’s Infinity saga and the greatest comic book film of all time.,95,2024,12,Monday,0.0,0.0,0.0,0.2545161491724945,0.0,0.0,0.18573126931890052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112247731181229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2798337387158759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36942266375019417,0.0,0.0,0.0,0.0,0.0,0.0,0.24342735283862477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827706160882013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17893770646281365,0.0,0.0,0.0,0.3141260440810312,0.0,0.0,0.0,0.25381940973087364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3851782056244449,0.0,0.0,0.0,0.27162094515467833,0.18058263399664248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21,5.0,Best superhero movie of all time. Avengers: Endgame follows infinity war with such style to end the ...,103,2024,12,Saturday,0.0,0.0,0.0,0.26680901375491983,0.0,0.0,0.0,0.0,0.0,0.0,0.27368652540448735,0.0,0.25266928466983635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30071776242845566,0.27289382502147513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25518464012209463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16971916620689598,0.0,0.0,0.0,0.0,0.0,0.18758021107947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39711550177032856,0.0,0.0,0.134593970424116,0.0,0.0,0.0,0.2847399535452771,0.18930458689776833,0.0,0.0,0.0,0.0,0.3262566050984356,0.0,0.0,0.0,0.0,0.0,0.3112584551835326,0.0,0.0
2024-12-20,4.5,Goooooooooooood ....,20,2024,12,Friday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19,4.0,"Despite some issues I have with its climax which feels overstuffed and incoherent at times, this mov...",103,2024,12,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.2293743041501663,0.0,0.0,0.427886415041631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4016176476483168,0.0,0.0,0.0,0.0,0.0,0.0,0.4678336153201464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394906256646618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23774799852601947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36668719236171593,0.0,0.0
2024-12-17,3.5,"Avengers: Endgame was really good. I fun, interesting adventure. I give it a 73%",80,2024,12,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4033378615398316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40216964152295853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42233636077690184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2959296340490819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5192372277038756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374203821879819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-15,5.0,An amazing film… the only bad thing about it is how I don’t think they will be able to top it ever… ...,103,2024,12,Sunday,0.0,0.3610315387462329,0.0,0.0,0.2750864704195362,0.25841950943335207,0.0,0.0,0.0,0.0,0.0,0.3425942980344236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28014277047442687,0.27126673882209607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35530048444547635,0.0,0.0,0.0,0.1969445271099538,0.3713763085446664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12446204209752551,0.0,0.329675363639864,0.0,0.0,0.1750541676531381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-14,5.0,Peak again.,11,2024,12,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-13,5.0,"this feels a bit slow at times, but it’s still my favorite marvel movie ever. can’t wait for the gan...",103,2024,12,Friday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40673666718345786,0.0,0.0,0.0,0.0,0.2843492285718251,0.0,0.4148854684915617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392559807318457,0.0,0.0,0.0,0.0,0.31685160936522205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22487040012227374,0.0,0.0,0.0,0.0,0.0,0.0,0.28295140954840653,0.0,0.0,0.0,0.0,0.0,0.19005981422859666,0.0,0.0,0.3543274533250533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15072490389159907,0.0,0.0,0.2259964914768382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,5.0,This final battle was absolutely brilliant loved the story and before I finish and I am iron man,96,2024,12,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.5364678786683138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500377141717875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4772572508872907,0.0,0.0,0.0,0.18542536899178066,0.0,0.0,0.27802626998574065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34981319787988674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,3.0,Decent ending for the Thanos MCU storyline but way too long for it's own good.,78,2024,12,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23693485641125672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806049926818438,0.0,0.0,0.0,0.0,0.0,0.0,0.5280351274078551,0.0,0.26741096468561903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18737394235854105,0.0,0.0,0.0,0.3505834078638672,0.0,0.0,0.0,0.0,0.2766022729516954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12559198293072152,0.0,0.0,0.0,0.0,0.0,0.37387658465958573,0.0,0.0,0.0,0.0,0.0,0.0,0.35314219205444775,0.0,0.0,0.0,0.0,0.0
2024-12-02,5.0,“It was beautiful.” 🥹,21,2024,12,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620296899583053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7843671056129597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,4.5,"The movie was one of the most amazing movies, with its iconic scenes, characters, acting, every seco...",103,2024,12,Sunday,0.0,0.0,0.0,0.0,0.29834494320130756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35972793607465897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39827001305327714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853410263675207,0.17021258107346499,0.29728993061324915,0.0,0.0,0.0,0.0,0.18812555234462866,0.0,0.29420225452329113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26997053561866413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25465570572033475,0.0,0.0,0.0,0.0,0.3121633591644162,0.0,0.0
