,date,rating,review
25,"May 15, 2019",2,"I watch all films with an open mind and went into this 3 hour long film without any preconceptions.This film really let itself down. The writers completely changed some of the characters, they tried to make it funny and failed at every attempt where it was cringe worthy and boring. The story was dragged out to its limit and went on for way to long.Don't waste your money at the cinema, maybe Google the outcome."
26,"Mar 25, 2021",10,The Most Overrated Movie Of All Time. (Will Always be the Most Overrated and most Forgettable Movie Of all Time.)
27,"Aug 30, 2024",9,"The sheer scale of Endgame is both its greatest strength and its most significant weakness. On one hand, the film is an epic, three-hour-long spectacle that offers a rollercoaster of emotions-grief, hope, nostalgia, and triumph. The final battle scene, where all the heroes unite against Thanos, is a jaw-dropping, cheer-inducing moment that's destined to be iconic. The visual effects are top-notch, and the action sequences are choreographed with meticulous precision.On the other hand, the movie's scale can make it feel bloated and unwieldy. With so many characters and storylines to juggle, not all of them get the attention they deserve. Some heroes, like Captain Marvel, are underutilized, while others, like Thor, receive arcs that are divisive among fans. Thor's transformation into a depressed, beer-guzzling shadow of his former self is played for laughs but also feels like a disservice to his character development in previous films.The time-travel plot is another area where Endgame falters. While it allows for some fantastic callbacks to earlier films and provides a clever way to undo the events of Infinity War, it also introduces a host of logical inconsistencies. The film's explanation of time travel is murky at best, and the rules seem to change whenever it's convenient for the plot. This lack of clarity can be frustrating, especially for viewers who prefer a more coherent narrative structure."
28,"Oct 29, 2024",10,"This movie feels more like a culmination of all the Marvel movies. A perfect closing to the MCU uptil that point. It brings back all the major characters and settings throughout the whole Marvel franchise. Talking about the movie after almost 5 years even today I get goosebumps. It marks the end of a few main characters that will literally drive any Marvel fan to tears. The plot revisits a few great Marvel moments from earlier movies literally bringing in a wave of nostalgia. The film has remarkable action, splendid visual effect, moving musical score and an even greater emotional weight. Kudos to the actors, directors, writers and the whole team for making such an awesome movie that has left a profound impact on our generation. This movie will always remain special to me."
29,"Apr 24, 2019",10,"Basically the title. Left me speechless. I was probably too hyped to the point of annoyance but it broke my massive expectations to the point that I'm watching it again 2 more times this weekend. It leaves you at the edge of your seat and the 3rd act is just insane and a masterpiece. Infinity War was fantastic but this is insanity, in all the right ways. The best series finale that I hoped it would be and then some."
30,"Mar 10, 2022",10,THE STORY IS VERY WELL BUILT THE CHEMISTRY OF THE CHARACTERS IS GREATCGI IS GOODTHE PERFORMANCE IS GOODIT WAS A GREAT LAST CHAPTER AFTER THIS FILMuDIDN'T WATCH ANYTHING ABOUT MARVEL BECAUSE NOW IT JUST MAKES GARBAGE.
31,"May 1, 2019",6,Problem with time travel is if your not careful you make the whole plot impossible to believe. End game doesn't even come close to tieing up its loose ends. The remaining avengers act selfishly and arragently to the point you want them to fail.Thanos did nothing wrong. I hated this film.
32,"Jun 20, 2019",10,Wow... All i can say is that the movie ended my entire childhood in the most perfect way!! It kept you on your feet the whole way through!! Marvel somehow manages to add comedy to the most intense situations. its Awesome!! The battle scene was out of this world!! I just... wow.. Thank you marvel. I love you 3000!!! ROBERT DOWN JUNIOR WON THE HERO OF THE YEAR AWARD THIS YEAR LAST WEEK AT THE MTV MOVIE AND TV AWARDS!!
33,"Feb 9, 2020",8,"This Is Not A Movie,Not Cinema, This Is A Theme Park"
34,"Dec 23, 2021",10,One of the best superhero movies I have ever watched.All the actors really nailed their roles.Especially my one and only favorite iron man.Robert Downey Jr is irreplaceable in Iron man role.
35,"May 5, 2019",8,"It's a long film at 3 hours the last one being better because this concludes the 10 year story in at great and satisfying way. The first 2 hours are build up that is ultimately paid off but I felt the middle dragged on I just wanted to get to the end. Infinity war kept me interested the whole time, more than endgame. It's definitely worth the whatch and after you don't have to worry about spoilers.8/10."
36,"Nov 3, 2019",10,"Don't listen to the haters, it's amazing! Seriously, this is the movie of the year!"
37,"May 4, 2019",6,"Honestly felt like a completely different film from Avengers Infinity War. In fact the film had such a different tone from all the Marvel films before.The characters changed, the story line was poor. Incredibly disappointing end to phase three"
38,"Apr 26, 2019",10,"No words...absolutely incredible, THE best way to end the whole series. Watching all the movies to finish with this, every single hour was worth it, hats off to Marvel 👏🏽"
39,"Apr 28, 2019",2,"Too many cringe worthy moments. Too much talking not enough action. This is superhero movie, not looking for bloodly oscar performance. Time travel thing was silly nonsense. I felt like walking out."
40,"May 4, 2019",8,"This is my own opinion, but so many things that didn't make sense in that movie... like so much stuff that could've been utilised in a better way and so many stupid things that were put on wrong hands. The image and the graphics are really good but the plot is weak. Emotionally I give a 9/10 Graphics I give a 9/10 Storyline I give a 3/10"
41,"Aug 2, 2019",10,They've really scrapped the bottom with this one! Oh so Bad!
42,"Jul 16, 2019",9,great performancesincredible visualsstory ends in a way to set worth a new generation of marvel stories/charactersperfect send off for the original actorsa must see for any marvel or superhero fan
43,"Apr 24, 2019",10,"The best marvel movie ever, I cannot put into words how amazing this movie was, too good!"
44,"Oct 9, 2019",10,"Let me start by saying THIS is how you wrap a saga!!!! I loved this movie, it was an emotional rollercoaster from open to close, and a fitting way to pay tribute to the legend of Stan Lee."
45,"Apr 24, 2019",10,"Avengers: Endgame is the final film to the Infinity saga in the Marvel Cinematic Universe. The story is emotional, unpredictable, unforgettable, complex and intense. The story does continue on right after infinity war had finsihed, and I thought it was a good way too start because the characters can give you an understanding of how they are feeling. How much loss they have witnessed. During the three hour film, you care so much for the characters that it makes you want them to live through the whole time, leaving with no casualties. The acting by the cast is outstanding, none of their lines sounded cheesy. Chris Evans and Robert Downey Jr especially. The audience has never seen the two characters shine so bright and powerful over the last 11 years. The visuals are the most impressive, it is shown to be Oscar worthy and you would be hungry for more as the film continues on. The final battle was the bomb, the mother of all battles, better then Ready Player One's finale. It's so big and all of it fits in perfectly. Avengers Endgame is the perfect finale that has been set up over the last 11 years. Its a rewatchable film and you will never see the characters the same way as you have seen them from the past films."
46,"Sep 4, 2024",9,"FILM: 8.5 Rewatching Avengers: Endgame, I'm struck by how well the Russo Brothers pull off the enormous task of giving each character their due. This film had a lot riding on it, and I still find it incredibly well-made, immensely enjoyable, and ultimately satisfying. The drama is especially well done here-Marvel finally nails it after a string of more digestible, lighter stories. The weight of the stakes is felt throughout, and it's a welcome change.The drama is where this film really shines for me. After several years of Marvel playing it safe with more easily digestible stories, Endgame takes a much-needed dive into heavier emotional territory. It's clear that Marvel finally got it right, delivering drama that feels earned and impactful. Downey Jr, Evans, and Renner are the standout beneficiaries of this approach, with the film both opening and closing with some of their best moments. Their performances anchor the story, making it feel grounded even amidst all the superhero spectacle.The action is, as expected, top-notch, but what surprises me is the level of violence-there's a bit more edge here than I'm used to seeing in a Marvel film. It's refreshing to see some real variation and consequence in the battles, something Marvel has tried to smooth over a bit too much in the past. Watching these characters face real stakes is immensely rewarding, and it adds a layer of intensity that makes the film all the more compelling.Comedy still has its place in Endgame, providing much-needed relief from the drama-heavy narrative. Thor and Rocket handle most of the humour, and while I enjoy their banter, I do feel that Thor's storyline pushes the comedy a bit too far. It sometimes feels like it's making light of what should be serious moments, which can be a bit jarring.After 11 years, Marvel truly delivered a fitting end to this saga. Seeing how successful it was, and how the franchise has failed to reach similar heights over the past five years, is a testament to just how well they wrapped things up.FORMAT: 4K Ultra HD Blu-rayVIDEO: 9.0 Upscaled 2160/24p presentation Detail level: Good Colour reproduction: Good Level accuracy: Excellent Encode: Excellent Master condition: ExcellentAUDIO: 9.0 Dolby Atmos audio Dialogue reproduction: Excellent Soundtrack & effects clarity: Excellent Dynamics: Good Surround sound presentation: Excellent LFE content: GoodMOOFIEMETER: 9.0."
47,"Jun 14, 2019",7,I don't really know what all the hype is about. Bored watching this as it's the same again just rehashed. Glad to see the back of the Avengers to be honest.
48,"Jun 15, 2019",2,I was not impressed. Save your money and time. Wait till they show this in Netflix John Wick 3 should have been in this film and story line could have been way better!
49,"May 17, 2019",10,"Hello again everyone! It's been almost a month since thousands of Marvel fans (including myself) got to see the one and only Endgame for the very first time, without having a clue of what could possibly happen. And as with most of the people who already watched it...there are no words to describe how this amazingly crafted piece of superhero movie-making just...blew me away.I will start by giving its credit to the acting work of everyone. When we appreciate that, we can see that this isn't just another sci-fi flick where no one does exactly a great effort to make a remarkable performance. No. This is a movie that presents us a group of heroes that, after long years of saving the earth from any menace, are giving the last of themselves in order to give the planet one last shot. The performances made it all seem authentic and real.Now, the story. God. The story is many things. Sometimes it's funny, as any other of the previous movies from the MCU. But also it's deep, melancholic, tragic, and most of all, undeniably exciting.10/10. Probably most of the people that will read this had already watched it. But in case you haven't, you really, REALLY ought to do so. Probably during quite a few years, there will be no other film of the genre that can possibly make you feel all of the emotions that Avengers Endgame made the audiences feel, and made me feel. Don't miss it for anythingPeace!"
50,"Oct 23, 2024",10,"This movie is simply brilliant! The Ending is sad but a necessary Chancg for marvel. The New movies are mstly just trash! It is very sad to see such a great studio die. This masterpiece was a loveletter to All Fans. Its even for non-fans a must watch movie all the new multiverse trash is just marvels try to get the last cents out of the viewers pockets. Its very sad to see how disney and their greed ruined the entire franchise. So have fun enjoying this last masterpiece by marvel Studios. I personally love the Endingen, but i can unverstanden everyone, who disagrees with me!I think disney killed marvel and star wars!"
51,"Nov 20, 2023",9,"This films quality depends on how you watched it and who you are. If you watched most of the MCU up to this point like I did then this will be a revolutionary endgame that redefines all of film culture. Otherwise it seems rather bad and underwhelming. The film has a forward moving plot, great acting and some CGI actually worth looking at. This film didn't become the highest grossing movie of all time for no reason. It does have some obvious flaws tropes and plot holes but other than that acts as a brilliant finale to the infinity saga. Now don't watch the multiverse saga. It willn't ruin your opinion but they aren't good sequels either. All in all a film worth watching if you have watched the entire MCU up to that point, otherwise an okay film. And watch infinity war before you watch this, otherwise literally nothing will make sense."
52,"Apr 24, 2019",10,Just watch this epic final of the best Marvel movie ever!
53,"May 2, 2019",8,I was super excited to see this movie after Infinity War ended but I left rather disappointed. It was good but I felt like the first hour or so was wasted space. I did love Thor though.
54,"Apr 24, 2019",10,Despite what others may say or have said this film was far from predictable. I certainly lost my bets. I both laughed and cried during this film. I loved every minute and none of those minutes were wasted. The writers outdid themselves on this one. I just hope the next ten years can live up to the first. Here's hoping.
55,"Apr 24, 2019",10,Just watched the new Avengers-movie. It's simply fantastic and a must-watch for every Marvel-Fan. It contains everything I expected and wished for an so much more. It's hard to put in words without a spoiler. Find out by yourself and enjoy.
56,"Apr 26, 2019",7,"...and pull the hype train over. Amazing fun, stunning spectacle great performances especially RDJ. It's just not the whole sum of its parts. Lots of great parts but not cohesively held. Too much Comedy with one character essentially now just full comedy relief. The most ridiculous coincidences and a couple of plot holes. You will laugh, you will get gut punched and for some you will cry, but then you will wonder what really happened in that 3 hours. Did it need 3 hours? No. Is it better than infinity war? No. Will you enjoy it? Definitely."
57,"Sep 4, 2019",10,"Wow. This film will have you going through every emotion imaginable. If you have followed every Marvel movie in sequence leading up to this conclusion, you will soon be left feeling like you have lost a family member. An amazing end to this Marvel chapter."
58,"Sep 10, 2024",10,"I don't have words to express my love for this and infinity war!I agree that infinity war was much better than this, but I think some of the ""serious"" or ""boring"" moments in this movie was needed to explore the consequences of The Blip.Anyway, even as a standalone movie, it's too good: A group of superheros go back in time to undo the actions of a mad titan.Moreover, as a movie that is linked to multiple other movies and serves as a conclusion, it's one of the best things that's happened to cinema! It's the best in every aspect. It's emotionally intense and visually rich.It's almost guaranteed that you're gonna get goosebumps in the climax!Infinity War and Endgame are one of the best movies of all time and you can't miss them!I'd highly recommend you to start watching The MCU from Iron Man and you're gonna fall in love with the two movies mentioned above.If you ain't very familiar with MCU, don't watch. It'll leave you being confused and you'll end up disliking it."
59,"Aug 6, 2023",10,"I just watched the Avengers movies and some of the infinity saga and I truly think this is a great movie, the CGI and acting were wonderful and the ending was truly a masterpiece and was probably the best ending for a movie saga (don't quote me on this). There are some low points but they are they don't effect the true rating which is a ten, this movie deservers the 8.4. Or an 8.5, I kinda have a bias. Cause i grew up with the marvel movies specifically Iron Man and stuff but the bias does not effect my rating. I live it and many others love it as well i regard this the end 0of the entire mcu from Iron Man - No Way Home, the other multiverse movies are mid and are very odd."
60,"Dec 5, 2021",10,"Emotional, Power and Meaningfully.Remarkable, Memorable.JUST 11/10.Wow Marvel, Thanks for that Absolutely loved it.#AvengersENDGAME. #MARVEL.What a Movie."
61,"Jan 9, 2020",10,"Avengers: Endgame is quite possibly the most hyped up movie of all time. The excitement surrounding this films release is a dream come true for Marvel Studios and Disney. With that being said, I have looked forward to this film since it was called Infinity War Part 2 back in 2015 or so. I really enjoyed my time watching this and it marked the end of an era. I finally realized a couple years ago how much the MCU means to me and how much these characters mean to me that I gladly would accept anything this movie did.The CGI was good, but the green screen showed a little bit (meaning the backgrounds looked fake sometimes), the performances from Robert Downey Jr. and Chris Evans were great because they treated this movie seriously, the cameos in here felt welcomed and the amount of locations in this movie really make it feel like the Avengers are desperate to go anywhere and do anything to save their fallen friends. With all this being said this is a very well made movie worth your time and money."
62,"Aug 6, 2019",7,"I had to take several breaks, walk the dogs, play videogames and clean the house, while watching this absolutely ridiculous and nonsensical pile of rubbish and now afterwards, I'm asking myself why I put myself through such suffering. To what end. I guess I was hoping there would be one scene or at least one line that put a smile on my face or made me feel anything at all except extreme pain and boredom. There wasn't any of that unfortunately, so I just wasted three hours of my life I could have spent on basically anything else and it would have been more worth while. I can't decide which one was more painful to watch, this or Aquaman? Both equally and utterly disappointing I guess."
63,"Dec 2, 2019",10,They are unhappy. Instead of movies bringing joy in their lives they just want their life problems spill over to others. Don't fall for it. This is a good movie.
64,"May 6, 2019",6,"Enjoyable movie that takes to long to get into the action and doesn't make any sense once you step back and think about what they've done. Even their explanations on what they were going to do, what they did do, and the final outcomes make no sense. I believe the world would be an even bigger mess when they were done, and Steve broke all the rules!"
65,"Sep 20, 2023",10,"""Avengers: Endgame"" - A Spectacular Culmination of Marvel's Cinematic UniverseIn the realm of superhero cinema, ""Avengers: Endgame"" stands as an unprecedented achievement. Directed by Anthony and Joe Russo, this epic finale to the Marvel Cinematic Universe (MCU) represents the culmination of over a decade of storytelling and character development. Clocking in at just over three hours, ""Endgame"" is a sprawling, emotionally charged spectacle that delivers on its promise to provide closure for beloved characters while reshaping the MCU's future.The film begins in the aftermath of ""Avengers: Infinity War,"" with half of all life in the universe obliterated by the malevolent Thanos (Josh Brolin). The surviving Avengers are left reeling, grappling with guilt and loss. The emotional weight of this situation is palpable, setting a somber tone that lingers throughout the movie.One of the film's strengths lies in its character-driven narrative. Each Avenger is given ample screen time to grapple with the consequences of their actions and confront their own vulnerabilities. Robert Downey Jr. Delivers a standout performance as Tony Stark/Iron Man, showcasing his character's evolution from a self-centered genius to a selfless hero. Similarly, Chris Evans as Steve Rogers/Captain America and Scarlett Johansson as Natasha Romanoff/Black Widow bring depth and gravitas to their roles.""Endgame"" also skillfully employs humor to offset its darker moments. The banter between characters provides much-needed levity, ensuring the film remains entertaining even during its most emotionally charged sequences. This balance of humor and pathos has been a hallmark of the MCU and is executed with finesse here.One of the film's most impressive feats is its ability to seamlessly weave together multiple storylines and characters. The time-travel aspect of the plot allows the Avengers to revisit key moments from previous films, resulting in a nostalgic and satisfying trip down memory lane for fans. It's a testament to the filmmakers' dedication to honoring the MCU's history while moving the narrative forward.The action sequences in ""Endgame"" are nothing short of spectacular. The climactic battle in the third act is a visual feast, featuring a jaw-dropping array of heroes, powers, and epic showdowns. It's a triumphant moment that pays off years of anticipation and buildup. The Russo brothers' direction, combined with Alan Silvestri's stirring score, elevates these sequences to a cinematic crescendo.As for the film's antagonist, Thanos remains a formidable and complex foe. Brolin's motion-capture performance adds depth to the character, and his motivations, while morally questionable, are presented with a degree of philosophical nuance. Thanos remains one of the MCU's most compelling villains.However, ""Endgame"" is not without its criticisms. Some viewers may find the film's lengthy runtime a bit daunting, and certain plot elements involving time travel could be seen as overly convoluted. Additionally, a few character arcs, while emotionally satisfying, may leave fans divided.In conclusion, ""Avengers: Endgame"" is a monumental achievement in the world of superhero cinema. It successfully pays tribute to the characters and stories that have captivated audiences for years while charting a bold new course for the MCU. With its powerful performances, humor, and breathtaking action sequences, it's a fitting and emotional conclusion to an era of cinematic storytelling. While it may not be without its minor flaws, ""Endgame"" stands as a testament to the enduring appeal of the superhero genre and will likely be remembered as a cinematic milestone for years to come."
66,"Jan 10, 2020",10,"⭐ 10/10 RDJ u r awesome. Great performance by director, cinematographer. Actions is excellent. Dialogues are extremely good."
67,"Jan 7, 2020",10,"Let's talk about the enormity of this film and what Marvel just accomplished.First, this movie did not disappoint. It is very hard to contemplate a movie that will ever have as much or more anticipation than Endgame. Just think about the build up of this film. From May 2008 to April 2019, Marvel, in 21 films, introduced heroes, villains, plots, side plots, family members, love interests and countless Easter eggs that culminated into this film.Second, in a movie full with 10+ main characters, Marvel did an unbelievable job featuring each one and staying true to the characters we've all fallen in love with. This point could easily be a thesis paper for a doctoral candidate. The development and story arcs of characters, individually and collectively, in the midst of struggle and triumph is nothing short of amazing. The attention to detail and thoughtful craftsmanship is true artwork. One knock fans may have is the forced fandom moments. We have so many beloved characters but these moments comes as certain team-up pairings during the big fight that are great but also forced and stereotypical.Lastly, this movie is beauty in motion. Mainly, the movie looks and sounds wonderful. If there is one knock against the movie, the final fight at points was too dark for some of the characters. Otherwise, the final fight displays exactly what many of the DC movies have failed with, Hero power display. Marvel did such a great job of making you feel every punch, kick, hammer throw but also made you feel like you were in motion with each character (thus why I believe 4D would be very good). The sound editing is very good and the song selections in this movie help the viewers follow the emotional roller-coaster ride everyone believes they are in for.Marvel created near perfection for fans (or a near perfect ending). And the ending of this movie, isn't even technically the finish to Phase 3 of their universe. That would be Spider-man: Homecoming coming soon. Phase 4 and 5 are also already in the works. Everyone that was a part of this movie and the first 3 phases should be applauded, but their work is not yet done because for those with the greatest power comes great responsibility."
68,"Nov 5, 2019",10,Avengers endgame is one of a kind well done Marvel studios
